,channel_email,channel_mobile,channel_social,channel_web,difficulty,duration,least_pay,offer_completed,offer_id,offer_received,offer_type,offer_view,person,reward,time_completed,time_start,time_view,total,time_validity,amount
54991,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,5139d8d43e674e5d9dcd6773d9684462,5,258.0,504,216.0,7.0,624.0,5.31
55001,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,35faf6c136ac4eff95cb298191d4dcbe,5,228.0,504,174.0,7.0,672.0,5.42
55017,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,97412a543c2c4ff9948a92cfd90688f8,5,234.0,504,168.0,7.0,672.0,19.05
55023,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,3f28f2a9c1bc40c6bf4e110fdfb05fcd,5,348.0,504,348.0,7.0,624.0,7.29
55026,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,39200c5f788949ea9293c4bdbfd89767,2,228.0,504,714.0,7.0,672.0,28.83
55038,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,d8caa73d26d34770847f584020421eba,5,264.0,504,186.0,7.0,624.0,13.32
55039,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,0ba6584a372247e68f0ddcbf98316a0a,3,342.0,504,336.0,7.0,672.0,27.04
55042,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,284650de773c461da7dd5c547e5ac590,5,240.0,504,192.0,7.0,672.0,14.29
55043,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,08c7da2729124558865ab2aa17692fba,2,132.0,504,30.0,7.0,744.0,5.67
55058,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,7668305685624445b135d38c43344985,2,144.0,504,144.0,7.0,672.0,23.73
55072,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,018a49ffb8cf4812903e7c1f56fbb0b0,5,66.0,504,0.0,7.0,624.0,12.79
55074,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,2bb0e9f57c184c7591db7f92b3b734e1,5,456.0,504,408.0,7.0,672.0,19.36
55082,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,7532ccd6e2ff4a8c9b9c06eac9fcb8a5,2,48.0,504,6.0,7.0,744.0,11.91
55104,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,16943b16c68041a79b0edd556c808fab,5,348.0,504,372.0,7.0,624.0,13.05
55105,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,24ab1d9c55254e8eb9d263f3bf3d98fc,2,342.0,504,372.0,7.0,672.0,12.98
55136,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,bcd3789321c4466e9974a2384607ae2e,2,336.0,504,342.0,7.0,672.0,10.81
55142,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,c658ac6c1b2142c4b2ad19cd26fdd354,5,420.0,504,420.0,7.0,624.0,6.34
55148,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,d0a80415b84c4df4908b8403b19765e3,5,36.0,504,6.0,7.0,624.0,13.73
55157,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,ef19f741b64545cd9bcfa2d537a7b968,5,210.0,504,168.0,7.0,672.0,10.36
55177,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,2d1539be73cb468f87f8c39718061a44,3,216.0,504,180.0,7.0,672.0,7.76
55184,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,33e4e9352ea04b559e0d0a210642ecb3,2,474.0,504,384.0,7.0,672.0,2.96
55194,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,7d1f81064589437591e0bf7d9e794e30,5,288.0,504,312.0,7.0,624.0,5.01
55195,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,2ef3df712274436380108e1227506fcd,5,168.0,504,252.0,7.0,672.0,5.18
55203,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,3c7e0f5ed941481ebd0bdf5aa27be1d6,2,348.0,504,342.0,7.0,744.0,20.05
55208,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,efbc09e54d6a4acfb0a624e722937738,3,120.0,504,12.0,7.0,672.0,3.84
55223,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,20bdd36e61ab4b13ad5fbecb2c5653bb,3,414.0,504,414.0,7.0,672.0,24.36
55226,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,f52b70a5d2044363bcef800c2f9efe73,10,72.0,504,0.0,7.0,624.0,21.53
55228,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,425ca6cede40446280b4368d9bf8de72,10,420.0,504,414.0,7.0,624.0,11.7
55240,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,63fc9cc612e146a3bed220e03c888cd4,2,174.0,504,168.0,7.0,672.0,24.02
55267,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,20fce895bebe4d5c9ce55fe83ea9ef90,5,222.0,504,282.0,7.0,672.0,14.3
55271,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,720d1757d1d8444294aea1f0b05cf3fc,3,360.0,504,354.0,7.0,672.0,7.85
55273,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,f96754182a644785abd6553b5feedda7,10,408.0,504,408.0,7.0,624.0,14.32
55286,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,94aad22681a345be8106c8924f30173c,5,438.0,504,342.0,7.0,624.0,5.51
55295,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,b5e9fecfd7ff497cb3003b74277f9e5a,10,348.0,504,348.0,7.0,672.0,12.1
55318,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,91cec8d70c5a4c5aa04a0ee01653e5ad,3,60.0,504,66.0,7.0,672.0,36.29
55340,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,b3d98037346247bfb88ee5fdef080168,2,204.0,504,30.0,7.0,744.0,3.41
55344,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,cb05f9eea3954e4ebad6d84ee897a465,10,6.0,504,6.0,7.0,624.0,18.5
55351,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,ff1e4421836a43138e7a66b0f5f61879,2,42.0,504,18.0,7.0,744.0,18.97
55359,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,9e34cfea6818482197c2a5c397a2e256,5,228.0,504,168.0,7.0,624.0,23.6
55361,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,75bc7856f9d843a3a9f6eecf651070a0,5,30.0,504,6.0,7.0,624.0,5.08
55407,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,262277a4539a4ebda2d262bd0f6e438b,5,462.0,504,456.0,7.0,624.0,123.29
55413,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,6f8fa95ae5c24a7aa9ff491b18cb66dc,2,342.0,504,348.0,7.0,672.0,14.45
55416,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,fff7576017104bcc8677a8d63322b5e1,2,192.0,504,24.0,7.0,744.0,5.99
55424,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,e137c8f1c32a44cea563b8a3a471b101,2,426.0,504,408.0,7.0,672.0,21.05
55427,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,da37f5aae7834a9aa6eb19a3e4ce776a,10,252.0,504,204.0,7.0,624.0,22.93
55429,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,531720b83d944bceb9f2eb96c590c5a6,10,342.0,504,336.0,7.0,624.0,33.18
55430,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,f969f5f7c6964961ae6c27bd366d51b6,5,438.0,504,348.0,7.0,744.0,9.72
55438,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,79f083ca34ce4d27a37d98a5ceb83592,2,300.0,504,168.0,7.0,744.0,4.2
55441,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,55c6ffab59fb4204b766d0dcf4db8882,5,30.0,504,6.0,7.0,624.0,25.03
55447,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,ea6a1589b9d545109077c1481b917599,3,258.0,504,180.0,7.0,672.0,9.99
55451,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,77e3d01c729d46d5b35ec8f7d74e7c42,2,432.0,504,438.0,7.0,672.0,13.16
55460,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,fab66562e2d74078b1306d2549e90543,10,444.0,504,552.0,7.0,672.0,22.74
55469,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,b51686e74e4941ef9d42391dc465498a,2,42.0,504,18.0,7.0,744.0,22.31
55483,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,5bfbf2afd12c4f49931e100c26506855,2,408.0,504,150.0,7.0,744.0,1.92
55487,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,ba22b168c2154a199542dd671ae74bf7,10,252.0,504,174.0,7.0,624.0,28.64
55512,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,4a652d9f45234df1b94aeddc46c66c77,2,6.0,504,6.0,7.0,672.0,19.46
55517,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,aafbcae6db284247b616a2c8951fdc4c,2,396.0,504,336.0,7.0,744.0,30.09
55528,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,c9044e16606e462b87985518a0b048b6,2,420.0,504,408.0,7.0,672.0,23.44
55537,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,0b38476159e746b58c10c4090c69fe65,3,30.0,504,0.0,7.0,672.0,17.81
55555,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,dfdbc40643404a1a8989b60e71a0d5e6,5,204.0,504,240.0,7.0,672.0,7.37
55586,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,6de8c3d6952c4868a5a0cc540cf4dca1,5,384.0,504,366.0,7.0,744.0,21.21
55592,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,af69a507aefd4ecdbc4c33b0ec4dfe61,3,186.0,504,168.0,7.0,672.0,8.66
55593,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,dafc626bbdac41a8ae6b4f7a9478b2b2,3,480.0,504,462.0,7.0,672.0,26.44
55605,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,ab5e1ca0319147708e1fd2647125ba20,5,48.0,504,12.0,7.0,672.0,7.84
55606,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,5cb9255f3b964c5a817cc6b44cda3945,5,186.0,504,222.0,7.0,672.0,6.79
55623,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,9add5b42cfc447aebc49a1a27cd4fdc9,10,480.0,504,444.0,7.0,672.0,26.94
55629,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,b95db71ad4c94d9587a12a6b67a98c44,10,198.0,504,168.0,7.0,672.0,21.39
55632,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,723fbd0d623f47f7a36671d7ac92014d,3,36.0,504,12.0,7.0,672.0,7.03
55653,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,b7363fe1c1824c4a94961e7583193ba4,2,156.0,504,18.0,7.0,744.0,6.95
55654,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,034b962ed61d4da1bb0baaec84cc2e85,10,396.0,504,378.0,7.0,672.0,17.52
55661,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,a9035280036b4e21bfe017153319c1b3,2,336.0,504,168.0,7.0,744.0,6.38
55668,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,7227754af5ed4d9e94833eb9f1d9d543,10,372.0,504,60.0,7.0,624.0,17.7
55674,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,c28c139d78c94303a0a993e3731e789f,3,462.0,504,336.0,7.0,672.0,12.05
55716,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,e1e614f30e9c45478d1c5aa8fe3c6dbb,5,336.0,504,360.0,7.0,672.0,11.0
55719,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,f092d429217c4a18a2c326971bbc4b7e,2,486.0,504,426.0,7.0,744.0,5.52
55723,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,24ca691f4052491ab91968123408266b,10,66.0,504,6.0,7.0,624.0,32.17
55735,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,4bf5c6046fc54b788844c76c8b081daf,3,372.0,504,342.0,7.0,672.0,15.28
55747,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,051006a0cddf40e0a973d9317c032086,3,48.0,504,36.0,7.0,672.0,3.2
55749,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,d18b4182842948c0bb9c08234eedcd9e,2,348.0,504,348.0,7.0,744.0,17.93
55759,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,a89e75b62ad648d68d4160653f36d901,10,30.0,504,6.0,7.0,624.0,13.82
55770,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,b4bbb32acdea46dbb6802bf35d4aa1cc,2,360.0,504,342.0,7.0,744.0,10.22
55777,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,c6fcfe66873345fda7452c7d1d97724b,2,432.0,504,348.0,7.0,744.0,12.25
55784,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,5051dacd105a4660b161bb23ad545134,5,438.0,504,516.0,7.0,744.0,13.0
55811,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,5c2a03a9d03145cc9bf953faa2c51fc1,3,480.0,504,366.0,7.0,672.0,21.72
55820,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,b50988649f544a49837147fab2865fc9,3,378.0,504,354.0,7.0,672.0,19.56
55845,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,444990e4558e4ff4aca87fae72c04034,10,348.0,504,552.0,7.0,672.0,11.6
55849,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,8bf054c6db1a44f1acfb4c40fdd59100,2,420.0,504,420.0,7.0,744.0,20.19
55870,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,6368c154e8014fa49bc178a60f453b04,2,330.0,504,180.0,7.0,672.0,18.84
55872,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,d3087275deda496ca72179083b513392,5,474.0,504,420.0,7.0,744.0,12.42
55876,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,5f3a2554e64d4280a1158464bfd36c72,10,24.0,504,12.0,7.0,624.0,23.37
55879,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,701f5a2770694eff9d3863d73d5402f8,2,438.0,504,432.0,7.0,744.0,31.34
55889,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,95d6656ab3d74c309ba5cd64099aadfd,5,462.0,504,354.0,7.0,672.0,20.32
55899,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,2efcae731db8472cbac17b3bea07a808,2,96.0,504,6.0,7.0,672.0,37.17
55912,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,7b943337ec0547bd8967e111d1b794d4,10,198.0,504,168.0,7.0,672.0,18.85
55919,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,6263d948f09b4cfc87b0b59955f269f1,5,462.0,504,462.0,7.0,672.0,5.82
55921,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,58ddbf7074aa492694bf793799f7fbc9,2,474.0,504,432.0,7.0,672.0,29.28
55923,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,130a423ffae24fc09c6cf91590e336d3,5,486.0,504,204.0,7.0,672.0,16.73
55936,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,624eb75515b74d8bb10eb74725a78a31,10,180.0,504,174.0,7.0,624.0,26.58
55946,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,a45364cba6e84a1098456512985226ad,5,456.0,504,204.0,7.0,672.0,34.59
55950,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,f8e6f303728449f0a610f7fce625d1da,3,408.0,504,456.0,7.0,672.0,20.19
55960,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,acdf9a19b60d4c13ad594ebcb6b23eb9,10,234.0,504,180.0,7.0,624.0,24.73
55971,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,7cc4980b7d9448c29b6895350467afb5,10,468.0,504,438.0,7.0,672.0,16.88
55981,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,7f27070d07eb44cb89b9a547074ca343,10,384.0,504,504.0,7.0,624.0,25.46
55987,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,1808ae5afa61471ca4676755b5eeabf9,5,210.0,504,240.0,7.0,744.0,21.35
56010,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,c936badfd08c4ae1954ad6f8a533b4ac,10,30.0,504,30.0,7.0,624.0,31.65
56015,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,846e2a96fe3249c4903cf333a15b08e5,10,348.0,504,348.0,7.0,672.0,23.49
56031,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,c0b216d853914b02913318737de852e7,10,318.0,504,198.0,7.0,672.0,14.61
56041,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,5a8632617ff644e995d3044c07f749b6,5,54.0,504,0.0,7.0,624.0,7.1
56046,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,27af52d345d4495fa34cf88ae428e768,5,414.0,504,408.0,7.0,624.0,21.81
56053,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,f2e883824e7642cd9c5618dbc9769508,10,462.0,504,414.0,7.0,624.0,16.83
56067,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,05894078f0a84797a81049d3c3f04402,10,66.0,504,0.0,7.0,672.0,12.29
56070,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,1a79f623402a4e53908e254531e04f26,3,234.0,504,222.0,7.0,672.0,29.54
56097,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,b8ed7d879ab7428dbbe355d7d8578c00,5,66.0,504,0.0,7.0,624.0,7.91
56100,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,bcfbe973d8dd482d9588da28517f2b46,5,276.0,504,186.0,7.0,744.0,29.74
56117,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,5d212c185b63411faff45618e357ac9b,5,468.0,504,408.0,7.0,624.0,6.97
56120,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,b870216e369b408a899f98d9b3f6058f,5,468.0,504,6.0,7.0,624.0,11.77
56133,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,b0e48cab3d794637b8f9209090989e92,10,366.0,504,336.0,7.0,624.0,30.3
56134,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,45da79fb1a6040c0864e788ddce7af10,2,408.0,504,342.0,7.0,744.0,29.61
56152,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,55c6fbd642b748a395bf83c8dec3f684,10,342.0,504,342.0,7.0,672.0,10.31
56156,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,3d6838fcab094b999a032af69d635f89,3,420.0,504,336.0,7.0,672.0,15.43
56185,1,1,0,1,5,168,5,1,9b98b8c7a33c4b65b9aebfe6a799e6d9,1,bogo,2.0,246126838bba45659893c568a5abbb9c,5,96.0,504,276.0,7.0,672.0,19.29
56206,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,9051ff3eaf2947038a6d716fd7a076cd,5,66.0,504,36.0,7.0,624.0,16.11
56212,1,1,1,1,10,240,8,1,fafdcd668e3743c1bb461111dcafc2a4,1,discount,2.0,bb54106e5dc34e33a94981ae317ab3da,2,450.0,504,414.0,7.0,744.0,37.33
56216,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,ba786181b0634188a68dd4e240a41ab7,10,336.0,504,348.0,7.0,624.0,14.1
56219,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,8f1d8f4875d04c83b826a9df90dedfe4,10,6.0,504,18.0,7.0,624.0,43.42
56222,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,0f323f6a9ad945fa9fdf0a9085c39ed4,2,462.0,504,492.0,7.0,672.0,15.57
56241,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,a3f828c0faa74d0a9278fa145cf1336f,3,360.0,504,354.0,7.0,672.0,36.49
56268,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,0b73997a269247088b2a63355f53ee58,10,48.0,504,48.0,7.0,672.0,22.96
56271,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,d1156d13c1d443a885e3ea825975ce8e,3,462.0,504,414.0,7.0,672.0,23.5
56273,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,c0ed6d30eade4c5d806348ac2d43a16e,10,384.0,504,336.0,7.0,624.0,22.73
56286,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,c7415064290d442db71f8208fd565e10,3,66.0,504,6.0,7.0,672.0,5.8100000000000005
56290,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,021adce38ab34ede96422ae107643fd5,2,174.0,504,84.0,7.0,672.0,12.89
56296,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,83d46d42789c42d3bfca525ce3ea8c17,10,36.0,504,114.0,7.0,672.0,20.18
56297,1,1,0,1,10,168,8,1,2906b810c7d4411798c6938adc9daaa5,1,discount,2.0,1f5c961416e64c5d88098b02b1bdf246,2,228.0,504,210.0,7.0,672.0,8.47
56306,1,1,1,1,10,120,10,1,4d5c57ea9a6940dd891ad53e9dbe8da0,1,bogo,2.0,261a27512c6b4c8aaa8cfc6fa465f463,10,456.0,504,390.0,7.0,624.0,38.68
56309,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,3ca81d378ae04fa0b597aa70ef98c403,5,204.0,504,186.0,7.0,624.0,15.46
56318,1,1,1,1,5,120,5,1,f19421c1d4aa40978ebb69ca19b0e20d,1,bogo,2.0,db06532760134014aa9445c7560554af,5,234.0,504,192.0,7.0,624.0,31.49
56322,1,0,0,1,20,240,15,1,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,discount,2.0,c2b2d67d84494302a7aa517899b58da0,5,102.0,504,12.0,7.0,744.0,17.21
56340,1,1,1,0,10,168,10,1,ae264e3637204a6fb9bb56bc8210ddfd,1,bogo,2.0,3a2f309ab7f24014b7d4a061742cb0cc,10,408.0,504,342.0,7.0,672.0,19.73
56371,1,1,1,1,7,168,4,1,2298d6c36e964ae4a3e7e9706d1fb8c2,1,discount,2.0,acc7e5f4e14a4297a80ec65c170c9c4d,3,42.0,504,6.0,7.0,672.0,23.42
